firstseen	lastseen	srcip	dstip	proto	sport	dport	pkts	bytes
2013-04-15 08:53:18	2013-04-15 08:53:18	10.13.77.49	172.20.0.2	6	58434	3389	1	58
2013-04-15 08:53:19	2013-04-15 08:53:19	10.13.77.49	172.20.0.2	6	58435	3389	1	58
2013-04-15 08:53:21	2013-04-15 08:53:21	10.13.77.49	172.20.0.2	6	58436	3389	1	58
2013-04-15 08:53:22	2013-04-15 08:53:22	10.13.77.49	172.20.0.2	6	58437	3389	1	58
2013-04-15 08:53:24	2013-04-15 08:53:24	10.13.77.49	172.20.0.2	6	58438	3389	1	58
2013-04-15 08:53:25	2013-04-15 08:53:25	10.13.77.49	172.20.0.2	6	58439	3389	1	58
2013-04-15 08:53:27	2013-04-15 08:53:27	10.13.77.49	172.20.0.2	6	58440	3389	1	58
2013-04-15 08:53:28	2013-04-15 08:53:28	10.13.77.49	172.20.0.2	6	58441	3389	1	58
2013-04-15 08:53:30	2013-04-15 08:53:30	10.13.77.49	172.20.0.2	6	58442	3389	1	58
2013-04-15 08:53:31	2013-04-15 08:53:31	10.13.77.49	172.20.0.2	6	58443	3389	1	58
2013-04-15 08:53:33	2013-04-15 08:53:33	10.13.77.49	172.20.0.2	6	58444	3389	1	58
2013-04-15 08:53:34	2013-04-15 08:53:34	10.13.77.49	172.20.0.2	6	58445	3389	1	58
2013-04-15 08:53:36	2013-04-15 08:53:36	10.13.77.49	172.20.0.2	6	58446	3389	1	58
2013-04-15 08:53:37	2013-04-15 08:53:37	10.13.77.49	172.20.0.2	6	58447	3389	1	58
2013-04-15 08:53:39	2013-04-15 08:53:39	10.13.77.49	172.20.0.2	6	58448	3389	2	112
2013-04-15 08:53:40	2013-04-15 08:53:40	10.13.77.49	172.20.0.2	6	58449	3389	1	58
2013-04-15 08:53:41	2013-04-15 08:53:41	10.13.77.49	172.20.0.2	6	58450	3389	1	58
2013-04-15 08:53:43	2013-04-15 08:53:43	10.13.77.49	172.20.0.2	6	58451	3389	1	58
2013-04-15 08:53:44	2013-04-15 08:53:44	10.13.77.49	172.20.0.2	6	58452	3389	1	58
2013-04-15 08:53:46	2013-04-15 08:53:46	10.13.77.49	172.20.0.2	6	58453	3389	1	58
2013-04-15 08:53:47	2013-04-15 08:53:47	10.13.77.49	172.20.0.2	6	58454	3389	1	58
2013-04-15 08:53:49	2013-04-15 08:53:49	10.13.77.49	172.20.0.2	6	58455	3389	1	58
2013-04-15 08:53:50	2013-04-15 08:53:50	10.13.77.49	172.20.0.2	6	58456	3389	1	58
2013-04-15 08:53:52	2013-04-15 08:53:52	10.13.77.49	172.20.0.2	6	58457	3389	1	58
2013-04-15 08:53:53	2013-04-15 08:53:53	10.13.77.49	172.20.0.2	6	58458	3389	1	58
2013-04-15 08:53:55	2013-04-15 08:53:55	10.13.77.49	172.20.0.2	6	58459	3389	1	58
2013-04-15 08:53:56	2013-04-15 08:53:56	10.13.77.49	172.20.0.2	6	58460	3389	1	58
2013-04-15 08:53:58	2013-04-15 08:53:58	10.13.77.49	172.20.0.2	6	58206	3389	1	58
2013-04-15 08:53:59	2013-04-15 08:53:59	10.13.77.49	172.20.0.2	6	58207	3389	1	58
2013-04-15 08:54:01	2013-04-15 08:54:01	10.13.77.49	172.20.0.2	6	58208	3389	1	58
2013-04-15 08:54:02	2013-04-15 08:54:02	10.13.77.49	172.20.0.2	6	58209	3389	1	58
2013-04-15 08:54:04	2013-04-15 08:54:04	10.13.77.49	172.20.0.2	6	58210	3389	1	58
2013-04-15 08:54:05	2013-04-15 08:54:05	10.13.77.49	172.20.0.2	6	58211	3389	1	58
2013-04-15 08:54:07	2013-04-15 08:54:07	10.13.77.49	172.20.0.2	6	58212	3389	1	58
2013-04-15 08:54:08	2013-04-15 08:54:08	10.13.77.49	172.20.0.2	6	58213	3389	1	58
2013-04-15 08:54:10	2013-04-15 08:54:10	10.13.77.49	172.20.0.2	6	58214	3389	2	112
2013-04-15 08:54:11	2013-04-15 08:54:11	10.13.77.49	172.20.0.2	6	58215	3389	1	58
2013-04-15 08:54:13	2013-04-15 08:54:13	10.13.77.49	172.20.0.2	6	58216	3389	1	58
2013-04-15 08:54:14	2013-04-15 08:54:14	10.13.77.49	172.20.0.2	6	58217	3389	1	58
2013-04-15 08:54:16	2013-04-15 08:54:16	10.13.77.49	172.20.0.2	6	58218	3389	1	58
2013-04-15 08:54:17	2013-04-15 08:54:17	10.13.77.49	172.20.0.2	6	58219	3389	1	58
2013-04-15 08:54:19	2013-04-15 08:54:19	10.13.77.49	172.20.0.2	6	58220	3389	1	58
2013-04-15 08:54:20	2013-04-15 08:54:20	10.13.77.49	172.20.0.2	6	58221	3389	1	58
2013-04-15 08:54:22	2013-04-15 08:54:22	10.13.77.49	172.20.0.2	6	58222	3389	1	58
2013-04-15 08:54:23	2013-04-15 08:54:23	10.13.77.49	172.20.0.2	6	58223	3389	1	58
2013-04-15 08:54:25	2013-04-15 08:54:25	10.13.77.49	172.20.0.2	6	58224	3389	1	58
2013-04-15 08:54:26	2013-04-15 08:54:26	10.13.77.49	172.20.0.2	6	58225	3389	1	58
2013-04-15 08:54:28	2013-04-15 08:54:28	10.13.77.49	172.20.0.2	6	58226	3389	1	58
2013-04-15 08:54:29	2013-04-15 08:54:29	10.13.77.49	172.20.0.2	6	58227	3389	1	58
2013-04-15 08:54:31	2013-04-15 08:54:31	10.13.77.49	172.20.0.2	6	58228	3389	1	58
2013-04-15 08:54:32	2013-04-15 08:54:32	10.13.77.49	172.20.0.2	6	58229	3389	1	58
2013-04-15 08:54:34	2013-04-15 08:54:34	10.13.77.49	172.20.0.2	6	58230	3389	1	58
2013-04-15 08:54:35	2013-04-15 08:54:35	10.13.77.49	172.20.0.2	6	58231	3389	1	58
2013-04-15 08:54:37	2013-04-15 08:54:37	10.13.77.49	172.20.0.2	6	58232	3389	1	58
2013-04-15 08:54:38	2013-04-15 08:54:38	10.13.77.49	172.20.0.2	6	58233	3389	1	58
2013-04-15 08:54:40	2013-04-15 08:54:40	10.13.77.49	172.20.0.2	6	58234	3389	1	58
2013-04-15 08:54:41	2013-04-15 08:54:41	10.13.77.49	172.20.0.2	6	58235	3389	2	112
2013-04-15 08:54:43	2013-04-15 08:54:43	10.13.77.49	172.20.0.2	6	58236	3389	1	58
2013-04-15 08:54:44	2013-04-15 08:54:44	10.13.77.49	172.20.0.2	6	58237	3389	1	58
2013-04-15 08:54:46	2013-04-15 08:54:46	10.13.77.49	172.20.0.2	6	58238	3389	1	58
2013-04-15 08:54:47	2013-04-15 08:54:47	10.13.77.49	172.20.0.2	6	58239	3389	1	58
2013-04-15 08:54:49	2013-04-15 08:54:49	10.13.77.49	172.20.0.2	6	58240	3389	1	58
2013-04-15 08:54:50	2013-04-15 08:54:50	10.13.77.49	172.20.0.2	6	58241	3389	1	58
2013-04-15 08:54:51	2013-04-15 08:54:51	10.13.77.49	172.20.0.2	6	58242	3389	1	58
2013-04-15 08:54:53	2013-04-15 08:54:53	10.13.77.49	172.20.0.2	6	58243	3389	1	58
2013-04-15 08:54:54	2013-04-15 08:54:54	10.13.77.49	172.20.0.2	6	58244	3389	1	58
2013-04-15 08:54:56	2013-04-15 08:54:56	10.13.77.49	172.20.0.2	6	58245	3389	1	58
2013-04-15 08:54:57	2013-04-15 08:54:57	10.13.77.49	172.20.0.2	6	58246	3389	1	58
2013-04-15 08:54:59	2013-04-15 08:54:59	10.13.77.49	172.20.0.2	6	58247	3389	1	58
2013-04-15 08:55:00	2013-04-15 08:55:00	10.13.77.49	172.20.0.2	6	58248	3389	1	58
2013-04-15 08:55:02	2013-04-15 08:55:02	10.13.77.49	172.20.0.2	6	58249	3389	1	58
2013-04-15 08:55:03	2013-04-15 08:55:03	10.13.77.49	172.20.0.2	6	58250	3389	1	58
2013-04-15 08:55:05	2013-04-15 08:55:05	10.13.77.49	172.20.0.2	6	58251	3389	1	58
2013-04-15 08:55:06	2013-04-15 08:55:06	10.13.77.49	172.20.0.2	6	58252	3389	1	58
2013-04-15 08:55:08	2013-04-15 08:55:08	10.13.77.49	172.20.0.2	6	58253	3389	1	58
2013-04-15 08:55:09	2013-04-15 08:55:09	10.13.77.49	172.20.0.2	6	58254	3389	1	58
2013-04-15 08:55:11	2013-04-15 08:55:11	10.13.77.49	172.20.0.2	6	58255	3389	1	58
2013-04-15 08:55:12	2013-04-15 08:55:12	10.13.77.49	172.20.0.2	6	58256	3389	2	112
2013-04-15 08:55:14	2013-04-15 08:55:14	10.13.77.49	172.20.0.2	6	58257	3389	1	58
2013-04-15 08:55:15	2013-04-15 08:55:15	10.13.77.49	172.20.0.2	6	58258	3389	1	58
2013-04-15 08:55:17	2013-04-15 08:55:17	10.13.77.49	172.20.0.2	6	58259	3389	1	58
2013-04-15 08:55:18	2013-04-15 08:55:18	10.13.77.49	172.20.0.2	6	58260	3389	1	58
2013-04-15 08:55:20	2013-04-15 08:55:20	10.13.77.49	172.20.0.2	6	58261	3389	1	58
2013-04-15 08:55:21	2013-04-15 08:55:21	10.13.77.49	172.20.0.2	6	58262	3389	1	58
2013-04-15 08:55:23	2013-04-15 08:55:23	10.13.77.49	172.20.0.2	6	58263	3389	1	58
2013-04-15 08:55:24	2013-04-15 08:55:24	10.13.77.49	172.20.0.2	6	58264	3389	1	58
2013-04-15 08:55:26	2013-04-15 08:55:26	10.13.77.49	172.20.0.2	6	58265	3389	1	58
2013-04-15 08:55:27	2013-04-15 08:55:27	10.13.77.49	172.20.0.2	6	58266	3389	1	58
2013-04-15 08:55:29	2013-04-15 08:55:29	10.13.77.49	172.20.0.2	6	58267	3389	1	58
2013-04-15 08:55:30	2013-04-15 08:55:30	10.13.77.49	172.20.0.2	6	58268	3389	1	58
2013-04-15 08:55:32	2013-04-15 08:55:32	10.13.77.49	172.20.0.2	6	58269	3389	1	58
2013-04-15 08:55:33	2013-04-15 08:55:33	10.13.77.49	172.20.0.2	6	58270	3389	1	58
2013-04-15 08:55:34	2013-04-15 08:55:34	10.13.77.49	172.20.0.2	6	58271	3389	1	58
2013-04-15 08:55:36	2013-04-15 08:55:36	10.13.77.49	172.20.0.2	6	58272	3389	1	58
2013-04-15 08:55:37	2013-04-15 08:55:37	10.13.77.49	172.20.0.2	6	58273	3389	1	58
2013-04-15 08:55:39	2013-04-15 08:55:39	10.13.77.49	172.20.0.2	6	58274	3389	1	58
2013-04-15 08:55:40	2013-04-15 08:55:40	10.13.77.49	172.20.0.2	6	58275	3389	1	58
2013-04-15 08:55:42	2013-04-15 08:55:42	10.13.77.49	172.20.0.2	6	58276	3389	1	58
2013-04-15 08:55:43	2013-04-15 08:55:43	10.13.77.49	172.20.0.2	6	58277	3389	2	112
2013-04-15 08:55:45	2013-04-15 08:55:45	10.13.77.49	172.20.0.2	6	58278	3389	1	58
2013-04-15 08:55:46	2013-04-15 08:55:46	10.13.77.49	172.20.0.2	6	58279	3389	1	58
2013-04-15 08:55:48	2013-04-15 08:55:48	10.13.77.49	172.20.0.2	6	58280	3389	1	58
2013-04-15 08:55:49	2013-04-15 08:55:49	10.13.77.49	172.20.0.2	6	58281	3389	1	58
2013-04-15 08:55:51	2013-04-15 08:55:51	10.13.77.49	172.20.0.2	6	58282	3389	1	58
2013-04-15 08:55:52	2013-04-15 08:55:52	10.13.77.49	172.20.0.2	6	58283	3389	1	58
2013-04-15 08:55:54	2013-04-15 08:55:54	10.13.77.49	172.20.0.2	6	58284	3389	1	58
2013-04-15 08:55:55	2013-04-15 08:55:55	10.13.77.49	172.20.0.2	6	58285	3389	1	58
2013-04-15 08:55:57	2013-04-15 08:55:57	10.13.77.49	172.20.0.2	6	58286	3389	1	58
2013-04-15 08:55:58	2013-04-15 08:55:58	10.13.77.49	172.20.0.2	6	58287	3389	1	58
2013-04-15 08:56:00	2013-04-15 08:56:00	10.13.77.49	172.20.0.2	6	58288	3389	1	58
2013-04-15 08:56:01	2013-04-15 08:56:01	10.13.77.49	172.20.0.2	6	58289	3389	1	58
2013-04-15 08:56:03	2013-04-15 08:56:03	10.13.77.49	172.20.0.2	6	58290	3389	1	58
2013-04-15 08:56:04	2013-04-15 08:56:04	10.13.77.49	172.20.0.2	6	58291	3389	1	58
2013-04-15 08:56:06	2013-04-15 08:56:06	10.13.77.49	172.20.0.2	6	58292	3389	1	58
2013-04-15 08:56:07	2013-04-15 08:56:07	10.13.77.49	172.20.0.2	6	58293	3389	1	58
2013-04-15 08:56:09	2013-04-15 08:56:09	10.13.77.49	172.20.0.2	6	58294	3389	1	58
2013-04-15 08:56:10	2013-04-15 08:56:10	10.13.77.49	172.20.0.2	6	58295	3389	1	58
2013-04-15 08:56:12	2013-04-15 08:56:12	10.13.77.49	172.20.0.2	6	58296	3389	1	58
2013-04-15 08:56:13	2013-04-15 08:56:13	10.13.77.49	172.20.0.2	6	58297	3389	1	58
2013-04-15 08:56:15	2013-04-15 08:56:15	10.13.77.49	172.20.0.2	6	58298	3389	2	112
2013-04-15 08:56:16	2013-04-15 08:56:16	10.13.77.49	172.20.0.2	6	58299	3389	1	58
2013-04-15 08:56:18	2013-04-15 08:56:18	10.13.77.49	172.20.0.2	6	58300	3389	1	58
2013-04-15 08:56:19	2013-04-15 08:56:19	10.13.77.49	172.20.0.2	6	58301	3389	1	58
2013-04-15 08:56:21	2013-04-15 08:56:21	10.13.77.49	172.20.0.2	6	58302	3389	1	58
2013-04-15 08:56:22	2013-04-15 08:56:22	10.13.77.49	172.20.0.2	6	58303	3389	1	58
2013-04-15 08:56:24	2013-04-15 08:56:24	10.13.77.49	172.20.0.2	6	58304	3389	1	58
2013-04-15 08:56:25	2013-04-15 08:56:25	10.13.77.49	172.20.0.2	6	58305	3389	1	58
2013-04-15 08:56:27	2013-04-15 08:56:27	10.13.77.49	172.20.0.2	6	58306	3389	1	58
2013-04-15 08:56:28	2013-04-15 08:56:28	10.13.77.49	172.20.0.2	6	58307	3389	1	58
2013-04-15 08:56:30	2013-04-15 08:56:30	10.13.77.49	172.20.0.2	6	58308	3389	1	58
2013-04-15 08:56:31	2013-04-15 08:56:31	10.13.77.49	172.20.0.2	6	58309	3389	1	58
2013-04-15 08:56:33	2013-04-15 08:56:33	10.13.77.49	172.20.0.2	6	58310	3389	1	58
2013-04-15 08:56:34	2013-04-15 08:56:34	10.13.77.49	172.20.0.2	6	58311	3389	1	58
2013-04-15 08:56:36	2013-04-15 08:56:36	10.13.77.49	172.20.0.2	6	58312	3389	1	58
2013-04-15 08:56:37	2013-04-15 08:56:37	10.13.77.49	172.20.0.2	6	58313	3389	1	58
2013-04-15 08:56:39	2013-04-15 08:56:39	10.13.77.49	172.20.0.2	6	58314	3389	1	58
2013-04-15 08:56:40	2013-04-15 08:56:40	10.13.77.49	172.20.0.2	6	58315	3389	1	58
2013-04-15 08:56:42	2013-04-15 08:56:42	10.13.77.49	172.20.0.2	6	58316	3389	1	58
2013-04-15 08:56:43	2013-04-15 08:56:43	10.13.77.49	172.20.0.2	6	58317	3389	1	58
2013-04-15 08:56:45	2013-04-15 08:56:45	10.13.77.49	172.20.0.2	6	58318	3389	1	58
2013-04-15 08:56:46	2013-04-15 08:56:46	10.13.77.49	172.20.0.2	6	58319	3389	2	112
2013-04-15 08:56:47	2013-04-15 08:56:47	10.13.77.49	172.20.0.2	6	58320	3389	1	58
2013-04-15 08:56:49	2013-04-15 08:56:49	10.13.77.49	172.20.0.2	6	58321	3389	1	58
2013-04-15 08:56:50	2013-04-15 08:56:50	10.13.77.49	172.20.0.2	6	58322	3389	1	58
2013-04-15 08:56:52	2013-04-15 08:56:52	10.13.77.49	172.20.0.2	6	58323	3389	1	58
2013-04-15 08:56:53	2013-04-15 08:56:53	10.13.77.49	172.20.0.2	6	58324	3389	1	58
2013-04-15 08:56:55	2013-04-15 08:56:55	10.13.77.49	172.20.0.2	6	58325	3389	1	58
2013-04-15 08:56:56	2013-04-15 08:56:56	10.13.77.49	172.20.0.2	6	58326	3389	1	58
2013-04-15 08:56:58	2013-04-15 08:56:58	10.13.77.49	172.20.0.2	6	58327	3389	1	58
2013-04-15 08:56:59	2013-04-15 08:56:59	10.13.77.49	172.20.0.2	6	58328	3389	1	58
2013-04-15 08:57:01	2013-04-15 08:57:01	10.13.77.49	172.20.0.2	6	58329	3389	1	58
2013-04-15 08:57:02	2013-04-15 08:57:02	10.13.77.49	172.20.0.2	6	58330	3389	1	58
2013-04-15 08:57:04	2013-04-15 08:57:04	10.13.77.49	172.20.0.2	6	58331	3389	1	58
2013-04-15 08:57:05	2013-04-15 08:57:05	10.13.77.49	172.20.0.2	6	58332	3389	1	58
2013-04-15 08:57:07	2013-04-15 08:57:07	10.13.77.49	172.20.0.2	6	58333	3389	1	58
2013-04-15 08:57:08	2013-04-15 08:57:08	10.13.77.49	172.20.0.2	6	58334	3389	1	58
2013-04-15 08:57:10	2013-04-15 08:57:10	10.13.77.49	172.20.0.2	6	58335	3389	1	58
2013-04-15 08:57:11	2013-04-15 08:57:11	10.13.77.49	172.20.0.2	6	58336	3389	1	58
2013-04-15 08:57:13	2013-04-15 08:57:13	10.13.77.49	172.20.0.2	6	58337	3389	1	58
2013-04-15 08:57:14	2013-04-15 08:57:14	10.13.77.49	172.20.0.2	6	58338	3389	1	58
2013-04-15 08:57:16	2013-04-15 08:57:16	10.13.77.49	172.20.0.2	6	58339	3389	1	58
2013-04-15 08:57:17	2013-04-15 08:57:17	10.13.77.49	172.20.0.2	6	58340	3389	2	112
2013-04-15 08:57:19	2013-04-15 08:57:19	10.13.77.49	172.20.0.2	6	58341	3389	1	58
2013-04-15 08:57:20	2013-04-15 08:57:20	10.13.77.49	172.20.0.2	6	58342	3389	1	58
2013-04-15 08:57:22	2013-04-15 08:57:22	10.13.77.49	172.20.0.2	6	58343	3389	1	58
2013-04-15 08:57:23	2013-04-15 08:57:23	10.13.77.49	172.20.0.2	6	58344	3389	1	58
2013-04-15 08:57:25	2013-04-15 08:57:25	10.13.77.49	172.20.0.2	6	58345	3389	1	58
2013-04-15 08:57:26	2013-04-15 08:57:26	10.13.77.49	172.20.0.2	6	58346	3389	1	58
2013-04-15 08:57:28	2013-04-15 08:57:28	10.13.77.49	172.20.0.2	6	58347	3389	1	58
2013-04-15 08:57:29	2013-04-15 08:57:29	10.13.77.49	172.20.0.2	6	58348	3389	1	58
2013-04-15 08:57:31	2013-04-15 08:57:31	10.13.77.49	172.20.0.2	6	58349	3389	1	58
2013-04-15 08:57:32	2013-04-15 08:57:32	10.13.77.49	172.20.0.2	6	58350	3389	1	58
2013-04-15 08:57:34	2013-04-15 08:57:34	10.13.77.49	172.20.0.2	6	58351	3389	1	58
2013-04-15 08:57:35	2013-04-15 08:57:35	10.13.77.49	172.20.0.2	6	58352	3389	1	58
2013-04-15 08:57:37	2013-04-15 08:57:37	10.13.77.49	172.20.0.2	6	58353	3389	1	58
2013-04-15 08:57:38	2013-04-15 08:57:38	10.13.77.49	172.20.0.2	6	58354	3389	1	58
2013-04-15 08:57:40	2013-04-15 08:57:40	10.13.77.49	172.20.0.2	6	58355	3389	1	58
2013-04-15 08:57:41	2013-04-15 08:57:41	10.13.77.49	172.20.0.2	6	58356	3389	1	58
2013-04-15 08:57:43	2013-04-15 08:57:43	10.13.77.49	172.20.0.2	6	58357	3389	1	58
2013-04-15 08:57:44	2013-04-15 08:57:44	10.13.77.49	172.20.0.2	6	58358	3389	1	58
2013-04-15 08:57:46	2013-04-15 08:57:46	10.13.77.49	172.20.0.2	6	58359	3389	1	58
2013-04-15 08:57:47	2013-04-15 08:57:47	10.13.77.49	172.20.0.2	6	58360	3389	1	58
2013-04-15 08:57:49	2013-04-15 08:57:49	10.13.77.49	172.20.0.2	6	58361	3389	2	112
2013-04-15 08:57:50	2013-04-15 08:57:50	10.13.77.49	172.20.0.2	6	58362	3389	1	58
2013-04-15 08:57:51	2013-04-15 08:57:51	10.13.77.49	172.20.0.2	6	58363	3389	1	58
2013-04-15 08:57:53	2013-04-15 08:57:53	10.13.77.49	172.20.0.2	6	58364	3389	1	58
2013-04-15 08:57:54	2013-04-15 08:57:54	10.13.77.49	172.20.0.2	6	58365	3389	1	58
2013-04-15 08:57:56	2013-04-15 08:57:56	10.13.77.49	172.20.0.2	6	58366	3389	1	58
2013-04-15 08:57:57	2013-04-15 08:57:57	10.13.77.49	172.20.0.2	6	58367	3389	1	58
2013-04-15 08:57:59	2013-04-15 08:57:59	10.13.77.49	172.20.0.2	6	58368	3389	1	58
2013-04-15 08:58:00	2013-04-15 08:58:00	10.13.77.49	172.20.0.2	6	58369	3389	1	58
2013-04-15 08:58:02	2013-04-15 08:58:02	10.13.77.49	172.20.0.2	6	58370	3389	1	58
2013-04-15 08:58:03	2013-04-15 08:58:03	10.13.77.49	172.20.0.2	6	58371	3389	1	58
2013-04-15 08:58:05	2013-04-15 08:58:05	10.13.77.49	172.20.0.2	6	58372	3389	1	58
2013-04-15 08:58:06	2013-04-15 08:58:06	10.13.77.49	172.20.0.2	6	58373	3389	1	58
2013-04-15 08:58:08	2013-04-15 08:58:08	10.13.77.49	172.20.0.2	6	58374	3389	1	58
2013-04-15 08:58:09	2013-04-15 08:58:09	10.13.77.49	172.20.0.2	6	58375	3389	1	58
2013-04-15 08:58:11	2013-04-15 08:58:11	10.13.77.49	172.20.0.2	6	58376	3389	1	58
2013-04-15 08:58:12	2013-04-15 08:58:12	10.13.77.49	172.20.0.2	6	58377	3389	1	58
2013-04-15 08:58:14	2013-04-15 08:58:14	10.13.77.49	172.20.0.2	6	58378	3389	1	58
2013-04-15 08:58:15	2013-04-15 08:58:15	10.13.77.49	172.20.0.2	6	58379	3389	1	58
2013-04-15 08:58:17	2013-04-15 08:58:17	10.13.77.49	172.20.0.2	6	58380	3389	1	58
2013-04-15 08:58:18	2013-04-15 08:58:18	10.13.77.49	172.20.0.2	6	58381	3389	1	58
2013-04-15 08:58:20	2013-04-15 08:58:20	10.13.77.49	172.20.0.2	6	58382	3389	2	112
2013-04-15 08:58:21	2013-04-15 08:58:21	10.13.77.49	172.20.0.2	6	58383	3389	1	58
2013-04-15 08:58:23	2013-04-15 08:58:23	10.13.77.49	172.20.0.2	6	58384	3389	1	58
2013-04-15 08:58:24	2013-04-15 08:58:24	10.13.77.49	172.20.0.2	6	58385	3389	1	58
2013-04-15 08:58:26	2013-04-15 08:58:26	10.13.77.49	172.20.0.2	6	58386	3389	1	58
2013-04-15 08:58:27	2013-04-15 08:58:27	10.13.77.49	172.20.0.2	6	58387	3389	1	58
2013-04-15 08:58:29	2013-04-15 08:58:29	10.13.77.49	172.20.0.2	6	58388	3389	1	58
2013-04-15 08:58:30	2013-04-15 08:58:30	10.13.77.49	172.20.0.2	6	58389	3389	1	58
2013-04-15 08:58:32	2013-04-15 08:58:32	10.13.77.49	172.20.0.2	6	58390	3389	1	58
2013-04-15 08:58:33	2013-04-15 08:58:33	10.13.77.49	172.20.0.2	6	58391	3389	1	58
2013-04-15 08:58:35	2013-04-15 08:58:35	10.13.77.49	172.20.0.2	6	58392	3389	1	58
2013-04-15 08:58:36	2013-04-15 08:58:36	10.13.77.49	172.20.0.2	6	58393	3389	1	58
2013-04-15 08:58:38	2013-04-15 08:58:38	10.13.77.49	172.20.0.2	6	58394	3389	1	58
2013-04-15 08:58:39	2013-04-15 08:58:39	10.13.77.49	172.20.0.2	6	58395	3389	1	58
2013-04-15 08:58:41	2013-04-15 08:58:41	10.13.77.49	172.20.0.2	6	58396	3389	1	58
2013-04-15 08:58:42	2013-04-15 08:58:42	10.13.77.49	172.20.0.2	6	58397	3389	1	58
2013-04-15 08:58:44	2013-04-15 08:58:44	10.13.77.49	172.20.0.2	6	58398	3389	1	58
2013-04-15 08:58:45	2013-04-15 08:58:45	10.13.77.49	172.20.0.2	6	58399	3389	1	58
2013-04-15 08:58:47	2013-04-15 08:58:47	10.13.77.49	172.20.0.2	6	58400	3389	1	58
2013-04-15 08:58:48	2013-04-15 08:58:48	10.13.77.49	172.20.0.2	6	58401	3389	1	58
2013-04-15 08:58:50	2013-04-15 08:58:50	10.13.77.49	172.20.0.2	6	58402	3389	1	58
2013-04-15 08:58:51	2013-04-15 08:58:51	10.13.77.49	172.20.0.2	6	58403	3389	2	112
2013-04-15 08:58:53	2013-04-15 08:58:53	10.13.77.49	172.20.0.2	6	58404	3389	1	58
2013-04-15 08:58:54	2013-04-15 08:58:54	10.13.77.49	172.20.0.2	6	58405	3389	1	58
2013-04-15 08:58:55	2013-04-15 08:58:55	10.13.77.49	172.20.0.2	6	58406	3389	1	58
2013-04-15 08:58:57	2013-04-15 08:58:57	10.13.77.49	172.20.0.2	6	58407	3389	1	58
2013-04-15 08:58:58	2013-04-15 08:58:58	10.13.77.49	172.20.0.2	6	58408	3389	1	58
2013-04-15 08:59:00	2013-04-15 08:59:00	10.13.77.49	172.20.0.2	6	58409	3389	1	58
2013-04-15 08:59:01	2013-04-15 08:59:01	10.13.77.49	172.20.0.2	6	58410	3389	1	58
2013-04-15 08:59:03	2013-04-15 08:59:03	10.13.77.49	172.20.0.2	6	58411	3389	1	58
2013-04-15 08:59:04	2013-04-15 08:59:04	10.13.77.49	172.20.0.2	6	58412	3389	1	58
2013-04-15 08:59:06	2013-04-15 08:59:06	10.13.77.49	172.20.0.2	6	58413	3389	1	58
2013-04-15 08:59:07	2013-04-15 08:59:07	10.13.77.49	172.20.0.2	6	58414	3389	1	58
2013-04-15 08:59:09	2013-04-15 08:59:09	10.13.77.49	172.20.0.2	6	58415	3389	1	58
2013-04-15 08:59:10	2013-04-15 08:59:10	10.13.77.49	172.20.0.2	6	58416	3389	1	58
2013-04-15 08:59:12	2013-04-15 08:59:12	10.13.77.49	172.20.0.2	6	58417	3389	1	58
2013-04-15 08:59:13	2013-04-15 08:59:13	10.13.77.49	172.20.0.2	6	58418	3389	1	58
2013-04-15 08:59:15	2013-04-15 08:59:15	10.13.77.49	172.20.0.2	6	58419	3389	1	58
2013-04-15 08:59:16	2013-04-15 08:59:16	10.13.77.49	172.20.0.2	6	58420	3389	1	58
2013-04-15 08:59:18	2013-04-15 08:59:18	10.13.77.49	172.20.0.2	6	58421	3389	1	58
2013-04-15 08:59:19	2013-04-15 08:59:19	10.13.77.49	172.20.0.2	6	58422	3389	1	58
2013-04-15 08:59:21	2013-04-15 08:59:21	10.13.77.49	172.20.0.2	6	58423	3389	1	58
2013-04-15 08:59:22	2013-04-15 08:59:22	10.13.77.49	172.20.0.2	6	58424	3389	2	112
2013-04-15 08:59:24	2013-04-15 08:59:24	10.13.77.49	172.20.0.2	6	58425	3389	1	58
2013-04-15 08:59:25	2013-04-15 08:59:25	10.13.77.49	172.20.0.2	6	58426	3389	1	58
2013-04-15 08:59:27	2013-04-15 08:59:27	10.13.77.49	172.20.0.2	6	58427	3389	1	58
2013-04-15 08:59:28	2013-04-15 08:59:28	10.13.77.49	172.20.0.2	6	58428	3389	1	58
2013-04-15 08:59:30	2013-04-15 08:59:30	10.13.77.49	172.20.0.2	6	58429	3389	1	58
2013-04-15 08:59:31	2013-04-15 08:59:31	10.13.77.49	172.20.0.2	6	58430	3389	1	58
2013-04-15 08:59:33	2013-04-15 08:59:33	10.13.77.49	172.20.0.2	6	58431	3389	1	58
2013-04-15 08:59:34	2013-04-15 08:59:34	10.13.77.49	172.20.0.2	6	58432	3389	1	58
2013-04-15 08:59:36	2013-04-15 08:59:36	10.13.77.49	172.20.0.2	6	58433	3389	1	58
2013-04-15 08:59:37	2013-04-15 08:59:37	10.13.77.49	172.20.0.2	6	58434	3389	1	58
2013-04-15 08:59:39	2013-04-15 08:59:39	10.13.77.49	172.20.0.2	6	58435	3389	1	58
2013-04-15 08:59:40	2013-04-15 08:59:40	10.13.77.49	172.20.0.2	6	58436	3389	1	58
